LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,heure,date
151.6,73,70,70,75,77,80,80,73,66,79,71,77,72,81,76,75,75,82,73,81,79,82,77,78,79,8,2007-07-30
169.7,73,74,71,77,81,80,78,79,70,81,73,79,72,85,79,81,77,80,75,82,78,82,80,79,80,9,2007-07-30
183.7,77,79,72,79,81,76,77,81,70,82,73,81,75,85,78,82,79,77,75,80,71,81,80,81,79,10,2007-07-30
190.3,79,82,76,81,82,74,78,86,70,84,76,82,77,85,83,86,81,81,79,85,73,82,78,81,82,11,2007-07-30
193.9,81,85,79,83,86,72,77,86,70,86,76,79,81,88,85,90,82,80,81,81,75,86,77,84,83,12,2007-07-30
192.7,77,87,79,85,88,72,77,88,70,77,80,82,82,83,85,93,82,78,81,73,79,82,80,86,87,13,2007-07-30
186.3,75,88,76,86,88,75,80,88,73,78,82,79,84,80,88,90,84,79,82,78,82,75,82,87,75,14,2007-07-30
184,73,89,76,84,88,77,79,77,75,74,84,75,82,81,85,77,82,81,84,83,82,75,81,87,80,15,2007-07-30
189.1,77,89,71,78,79,81,79,77,72,73,84,73,72,80,85,77,82,78,84,82,81,79,83,80,78,16,2007-07-30
196.8,77,90,71,79,73,80,77,77,72,74,83,75,72,82,76,76,81,75,82,81,81,79,82,76,77,17,2007-07-30
198,77,88,71,79,75,78,76,75,72,74,81,77,72,80,76,75,79,75,81,78,79,79,74,77,78,18,2007-07-30
192.6,77,85,71,78,73,77,75,75,70,74,79,75,71,78,73,75,79,75,79,77,78,79,74,75,75,19,2007-07-30
190.6,77,79,69,77,73,76,75,73,70,74,76,73,71,76,72,75,77,75,77,75,77,77,74,74,73,20,2007-07-30
186.9,73,77,68,73,72,76,75,73,70,74,73,72,70,77,72,74,73,74,73,75,76,73,73,73,71,21,2007-07-30
168,73,75,67,71,72,75,74,73,66,73,73,71,70,77,71,74,73,74,72,75,77,73,73,73,73,22,2007-07-30
147.7,72,73,67,71,72,75,73,73,66,73,72,71,68,77,71,72,73,75,72,75,76,73,72,72,72,23,2007-07-30
130.7,72,72,66,72,73,74,75,73,66,73,71,71,69,78,70,72,73,75,72,75,75,73,72,72,72,0,2007-07-31
121.6,70,72,65,73,73,74,75,73,65,73,70,70,70,77,70,72,72,76,70,75,76,73,72,71,72,1,2007-07-31
114.4,70,68,66,72,72,74,75,72,65,73,70,70,68,78,69,73,72,75,70,74,76,73,71,71,72,2,2007-07-31
111.2,70,70,65,71,72,73,73,72,64,72,69,68,66,78,69,73,72,73,70,73,76,73,71,71,71,3,2007-07-31
111.5,70,68,66,71,72,73,75,72,64,72,68,68,68,77,68,73,71,73,68,74,76,73,71,70,71,4,2007-07-31
116.3,70,66,66,71,72,73,75,72,63,72,68,68,68,78,68,72,70,73,68,74,76,73,71,70,71,5,2007-07-31
122.7,72,70,66,70,73,73,75,72,63,72,68,68,64,78,68,73,71,73,72,74,76,73,71,71,69,6,2007-07-31
134.7,72,73,67,73,73,76,76,72,63,73,71,70,68,79,69,74,72,76,72,75,77,73,71,71,72,7,2007-07-31
147.2,72,77,67,75,77,79,78,77,64,74,75,70,72,76,74,74,73,79,75,79,78,73,73,76,75,8,2007-07-31
163.4,75,81,70,78,79,82,80,77,70,78,79,75,72,79,78,77,81,80,81,81,80,79,74,79,79,9,2007-07-31
181,79,82,75,81,81,80,82,79,72,82,81,81,77,81,80,82,82,81,82,83,80,82,77,81,82,10,2007-07-31
196.5,82,88,76,82,82,84,84,82,75,82,83,82,81,83,85,83,84,77,84,82,83,86,82,82,84,11,2007-07-31
208.6,82,88,74,85,84,85,85,82,75,85,85,84,82,84,84,86,86,81,84,86,82,88,84,85,84,12,2007-07-31
220.9,88,90,80,86,88,85,81,84,77,86,87,84,84,84,88,88,86,81,88,88,83,88,86,87,87,13,2007-07-31
230.8,88,90,83,88,88,83,85,86,75,88,87,88,86,84,90,96,90,83,88,89,83,91,87,88,88,14,2007-07-31
238.7,90,94,82,89,88,84,85,88,79,89,88,88,86,84,88,86,90,83,88,86,83,93,87,89,87,15,2007-07-31
246.5,90,91,83,89,88,83,81,90,77,90,88,90,86,83,90,83,90,84,88,85,82,91,87,89,88,16,2007-07-31
249,90,88,83,88,88,83,84,90,75,89,88,90,86,83,90,79,88,82,84,79,82,90,88,89,86,17,2007-07-31
244.8,88,88,83,87,88,81,84,85,75,88,86,88,82,81,87,79,88,81,82,81,81,88,87,86,80,18,2007-07-31
229.9,84,79,80,82,82,78,81,81,73,83,84,82,81,79,84,78,82,79,79,80,79,84,84,84,80,19,2007-07-31
219.6,79,79,78,80,79,76,78,81,70,78,82,79,77,78,77,76,77,77,77,79,78,82,78,79,75,20,2007-07-31
209.5,75,75,75,80,77,76,76,77,70,78,79,75,77,78,74,75,73,76,75,74,77,79,77,78,73,21,2007-07-31
184,73,73,72,76,73,75,75,77,70,75,79,73,72,77,72,73,73,74,73,73,78,79,78,75,72,22,2007-07-31
157.7,72,73,71,74,73,74,74,73,64,74,78,72,72,77,71,73,73,73,72,73,77,73,76,74,70,23,2007-07-31
136.6,72,73,69,76,72,74,73,72,64,74,75,72,72,77,73,72,72,72,72,71,76,73,74,73,70,0,2007-08-01
124.1,70,72,67,75,72,74,72,72,64,72,73,70,70,77,70,72,71,72,70,71,76,73,72,72,68,1,2007-08-01
116.6,70,72,66,73,70,73,72,72,63,72,73,70,68,77,69,71,70,71,70,71,75,66,71,71,70,2,2007-08-01
111.1,68,70,66,72,70,72,71,72,63,71,73,68,68,77,68,71,70,72,70,72,77,72,71,70,67,3,2007-08-01
110.1,68,68,64,71,68,68,71,70,61,71,72,68,68,76,67,72,69,72,68,71,75,68,71,70,67,4,2007-08-01
113.1,68,68,64,70,68,67,70,70,61,70,72,68,68,75,68,70,68,72,70,70,73,66,70,69,66,5,2007-08-01
118.1,66,68,64,69,68,66,71,70,61,70,71,68,64,76,69,69,68,72,70,71,75,72,70,70,66,6,2007-08-01
131.2,70,73,64,74,73,74,73,75,61,73,74,72,72,78,73,73,72,75,73,74,77,73,72,73,72,7,2007-08-01
148.1,75,79,66,79,79,79,76,78,63,79,77,77,73,80,77,77,77,77,75,77,81,82,76,79,77,8,2007-08-01
169.2,81,82,72,83,82,83,80,81,66,82,81,81,79,81,81,81,82,80,81,81,82,84,82,81,81,9,2007-08-01
190.8,86,88,77,86,86,84,82,86,70,84,84,84,82,83,85,84,84,81,84,84,83,84,85,84,85,10,2007-08-01
208.9,88,88,79,88,88,87,85,86,75,88,86,88,86,84,89,86,88,83,86,86,84,88,87,87,86,11,2007-08-01
222.4,89,88,81,88,90,86,86,88,75,87,87,88,86,84,90,88,90,84,88,88,85,88,87,89,89,12,2007-08-01
231.4,90,91,83,90,90,88,86,90,77,87,89,90,86,85,92,87,90,85,86,88,84,89,89,90,89,13,2007-08-01
239.7,91,93,83,90,90,87,87,90,79,90,90,90,86,85,91,87,90,85,87,90,84,90,90,91,89,14,2007-08-01
246.2,91,93,85,92,90,87,88,90,77,89,89,90,86,85,93,87,91,83,87,89,85,90,91,91,91,15,2007-08-01
248.3,93,93,85,91,91,86,88,90,75,90,90,90,86,83,90,86,90,83,88,87,86,91,91,91,92,16,2007-08-01
251,91,93,84,89,90,84,84,90,77,90,89,90,86,83,91,85,90,83,88,85,86,91,91,90,90,17,2007-08-01
252.4,91,90,81,88,90,82,83,88,72,87,88,90,86,80,89,82,84,81,88,82,84,88,89,89,88,18,2007-08-01
234.9,88,86,80,86,84,78,80,82,70,84,85,84,82,78,86,81,81,79,82,80,81,84,87,86,83,19,2007-08-01
222,81,79,78,79,81,76,78,81,70,78,82,81,77,76,78,79,79,77,79,78,79,82,85,81,80,20,2007-08-01
210.7,75,75,74,80,79,74,77,79,66,78,78,79,77,76,73,78,75,74,75,79,78,81,78,78,74,21,2007-08-01
184.8,73,73,72,83,73,73,72,79,66,77,79,75,72,75,72,77,73,74,73,78,76,79,75,76,72,22,2007-08-01
157.9,75,73,72,79,72,70,72,75,64,76,77,73,77,75,69,73,72,73,70,76,76,73,80,77,71,23,2007-08-01
137,73,73,70,74,72,66,70,72,64,74,74,72,73,75,68,73,70,72,70,76,74,73,78,75,69,0,2007-08-02
123.7,73,70,69,77,70,66,70,72,64,73,72,72,72,75,68,71,68,72,68,73,73,72,76,74,68,1,2007-08-02
114.8,70,68,69,73,70,65,68,72,63,71,72,70,72,75,67,71,68,72,66,71,72,71,71,73,68,2,2007-08-02
109.7,68,68,66,72,70,67,67,70,61,70,72,70,70,75,66,69,66,72,66,69,72,69,70,72,66,3,2007-08-02
108.3,68,68,66,70,68,64,67,70,61,69,72,69,68,75,65,69,66,71,64,67,71,68,69,72,65,4,2007-08-02
112.1,64,68,66,69,68,63,68,70,61,68,71,67,64,75,65,69,64,72,64,69,72,66,68,70,66,5,2007-08-02
117.4,64,68,65,67,68,66,66,70,61,70,71,66,68,76,65,68,64,72,64,70,72,66,68,69,64,6,2007-08-02
131,70,73,68,74,72,72,73,75,61,73,73,72,72,80,71,72,70,75,70,73,75,72,71,74,70,7,2007-08-02
148,75,79,69,78,77,77,77,77,63,79,78,77,73,82,77,77,73,79,73,76,78,79,77,78,78,8,2007-08-02
168.4,82,82,72,81,81,80,80,82,66,81,82,81,81,84,83,81,81,82,79,81,82,84,82,82,81,9,2007-08-02
189.9,84,88,78,84,84,82,82,84,75,83,85,84,82,83,85,84,82,83,84,83,85,88,84,84,83,10,2007-08-02
207.3,88,88,81,87,86,84,85,86,75,86,86,88,84,84,89,84,88,81,86,85,85,88,86,86,84,11,2007-08-02
221.3,90,90,82,90,88,85,86,88,77,88,89,90,86,85,89,85,90,84,88,86,85,90,87,87,88,12,2007-08-02
233.3,90,93,81,90,90,86,84,90,79,89,87,90,86,86,91,86,91,85,88,88,89,93,89,90,90,13,2007-08-02
242.4,91,93,83,93,90,86,87,90,77,90,91,90,86,87,90,86,91,85,88,78,89,93,89,90,91,14,2007-08-02
250,90,93,82,91,91,86,86,91,77,90,92,90,90,87,93,86,91,84,88,83,90,93,89,90,91,15,2007-08-02
255.5,91,93,82,91,91,86,86,91,77,90,89,90,88,87,91,86,91,83,88,86,89,93,90,91,91,16,2007-08-02
258.6,90,93,78,92,90,84,86,90,77,90,88,90,88,85,90,84,91,82,88,85,87,91,90,91,90,17,2007-08-02
254,88,88,78,90,88,82,83,88,75,88,87,90,86,83,88,83,90,81,88,82,85,88,89,89,88,18,2007-08-02
238.4,86,88,76,87,86,79,81,84,75,84,85,84,82,81,84,80,84,80,84,80,81,84,87,85,84,19,2007-08-02
226.9,79,81,73,86,81,77,76,81,73,81,83,82,77,78,78,79,77,79,81,77,79,84,85,82,78,20,2007-08-02
217.5,77,79,71,80,75,76,75,77,70,78,81,79,72,76,75,78,73,78,77,77,78,82,82,81,76,21,2007-08-02
191.7,77,75,70,81,73,75,74,75,70,77,80,75,73,76,73,76,72,78,75,75,76,79,80,78,73,22,2007-08-02
165.1,75,73,69,78,72,74,72,72,70,75,78,79,72,76,71,74,70,77,75,74,75,79,79,77,72,23,2007-08-02
143.6,73,73,68,77,72,74,73,72,66,73,77,79,72,75,73,74,70,74,72,75,74,73,78,75,71,0,2007-08-03
129.8,72,73,66,74,70,68,72,72,63,72,75,75,72,79,73,72,68,73,72,74,73,73,77,75,70,1,2007-08-03
120.5,70,73,64,73,70,69,71,70,63,70,73,73,70,79,72,73,66,73,70,74,73,72,73,75,67,2,2007-08-03
114.5,68,70,65,72,70,69,70,70,61,70,73,72,68,76,70,72,66,75,70,73,72,72,70,73,67,3,2007-08-03
112.8,68,70,65,69,70,68,71,70,61,68,72,70,68,73,69,72,66,74,66,71,72,70,70,73,66,4,2007-08-03
115.1,66,68,65,67,70,67,70,70,61,68,71,70,68,74,69,72,66,74,66,71,71,68,69,72,64,5,2007-08-03
118.9,66,68,64,68,70,67,70,70,61,69,70,70,68,76,68,72,64,74,66,71,72,70,69,71,65,6,2007-08-03
133.9,70,73,64,72,72,76,77,72,61,73,73,75,72,80,72,74,68,78,72,76,76,73,72,74,70,7,2007-08-03
154.6,77,79,66,78,73,81,80,72,66,78,77,79,77,84,77,79,75,80,73,79,79,79,77,78,77,8,2007-08-03
176.9,81,82,72,82,79,82,82,77,70,81,81,81,81,85,82,83,81,82,79,81,81,84,81,82,81,9,2007-08-03
197.8,84,88,78,85,82,84,82,82,75,85,86,82,82,86,87,84,86,83,82,82,85,86,85,85,84,10,2007-08-03
215.4,88,88,81,88,86,84,84,86,77,87,88,88,86,83,88,85,90,83,86,85,86,88,87,88,88,11,2007-08-03
228.2,90,91,84,89,88,85,84,88,77,89,90,90,90,84,89,84,90,81,90,85,89,91,89,89,89,12,2007-08-03
237.1,90,93,84,91,88,88,86,88,79,89,91,91,90,86,90,83,91,81,90,84,87,91,89,91,90,13,2007-08-03
243.7,90,93,85,93,88,89,85,88,75,89,92,91,91,84,91,84,91,80,91,83,87,93,89,92,90,14,2007-08-03
247.5,90,93,73,93,86,84,84,90,70,91,92,91,91,84,91,84,91,80,90,82,88,93,90,91,89,15,2007-08-03
250.8,91,93,80,92,86,84,83,86,75,89,91,93,86,82,92,84,91,79,90,81,88,93,91,91,90,16,2007-08-03
251.3,90,93,84,89,86,84,82,86,75,89,83,91,90,81,91,83,91,79,73,81,88,90,90,89,88,17,2007-08-03
247.7,88,88,83,89,82,83,81,84,75,87,76,88,86,80,90,81,90,79,73,81,85,88,89,88,87,18,2007-08-03
234.8,86,86,79,85,81,80,78,82,75,83,73,84,82,80,86,79,82,78,73,79,82,84,88,85,84,19,2007-08-03
226,81,81,76,82,79,77,77,79,70,81,74,81,81,79,82,78,84,78,72,77,80,82,84,83,79,20,2007-08-03
217.7,77,79,73,80,75,75,75,79,70,79,76,81,77,78,78,78,79,79,72,77,80,81,81,81,78,21,2007-08-03
196.3,77,79,72,77,73,75,75,77,70,77,74,81,77,78,76,75,75,80,72,76,79,79,79,80,77,22,2007-08-03
174.5,75,79,69,76,70,75,74,73,66,76,73,79,73,78,77,74,73,79,70,74,78,79,78,79,76,23,2007-08-03
154.9,73,75,68,74,68,73,75,72,64,76,73,77,73,78,76,73,72,79,70,73,77,79,75,76,76,0,2007-08-04
140.9,72,75,68,73,68,74,73,70,64,74,72,75,72,78,74,72,72,77,68,72,76,77,74,75,74,1,2007-08-04
132.2,68,75,66,71,68,73,73,70,64,73,70,75,72,79,73,73,70,76,68,72,76,75,73,73,73,2,2007-08-04
126.4,70,75,66,70,68,72,73,68,61,73,70,73,72,79,72,72,70,76,70,70,75,73,73,72,72,3,2007-08-04
124,68,75,65,66,68,71,70,68,63,72,70,73,71,79,71,70,68,75,68,68,75,73,72,72,72,4,2007-08-04
124.3,68,73,64,68,67,71,70,68,63,70,69,70,70,78,70,72,66,74,66,68,75,73,72,71,70,5,2007-08-04
123.6,68,75,64,66,66,73,70,68,64,71,69,72,70,78,70,69,66,74,66,69,75,73,72,70,69,6,2007-08-04
136.7,70,75,66,71,70,76,71,70,63,72,73,72,72,80,72,75,70,76,70,72,77,77,74,74,74,7,2007-08-04
161.3,73,81,70,76,77,80,76,77,70,75,76,75,77,81,75,78,75,78,73,76,80,81,78,78,78,8,2007-08-04
186.3,79,86,74,81,81,85,82,79,75,81,81,81,81,83,82,81,81,80,79,80,83,84,81,81,82,9,2007-08-04
209.3,84,88,79,86,82,88,84,81,75,85,86,84,82,83,87,82,86,81,84,82,86,88,85,86,86,10,2007-08-04
229.6,88,93,82,88,88,90,86,86,79,88,88,90,88,84,90,85,90,82,88,85,89,91,87,89,88,11,2007-08-04
245.5,91,93,84,92,88,93,87,88,81,89,91,90,91,84,93,85,91,82,88,87,90,93,90,91,91,12,2007-08-04
256.8,91,93,86,93,90,91,89,90,82,92,91,93,91,85,95,86,91,83,90,88,90,93,91,93,93,13,2007-08-04
265.1,91,97,87,92,91,92,90,90,81,93,92,93,95,86,96,87,93,82,90,89,90,93,94,95,95,14,2007-08-04
270.3,97,97,88,97,93,92,91,90,81,94,92,95,95,85,96,87,93,83,90,90,93,97,94,95,96,15,2007-08-04
274.4,97,95,85,95,91,91,90,91,81,94,92,93,93,85,96,86,93,82,91,88,91,97,94,95,95,16,2007-08-04
275.3,95,97,85,95,91,89,89,91,81,93,92,93,93,84,95,85,93,82,91,86,91,93,94,94,94,17,2007-08-04
268.8,95,88,81,92,88,87,88,91,81,91,90,93,91,83,94,83,91,81,90,84,90,93,93,91,92,18,2007-08-04
254.3,90,88,78,87,84,84,83,88,77,88,89,86,86,81,88,80,82,79,84,80,88,91,92,88,88,19,2007-08-04
246.5,82,81,74,82,81,82,79,82,75,85,85,79,82,80,80,78,81,78,82,78,85,88,82,82,82,20,2007-08-04
235.4,79,79,72,84,79,80,78,81,75,82,84,77,79,80,78,77,79,77,79,77,84,84,79,80,78,21,2007-08-04
213.1,75,81,70,81,77,79,75,79,70,80,81,75,77,79,76,76,77,77,79,76,83,82,86,78,77,22,2007-08-04
188.6,73,81,69,77,77,78,74,77,72,78,77,73,72,79,75,75,75,77,75,74,82,81,84,77,78,23,2007-08-04
167,72,75,67,77,75,77,74,77,70,77,77,72,73,79,74,74,75,77,73,73,81,79,81,78,78,0,2007-08-05
151.7,70,79,66,75,73,74,74,75,66,76,77,72,72,78,73,73,73,76,73,73,80,79,80,76,76,1,2007-08-05
141.2,70,79,65,75,73,75,73,73,64,76,78,70,72,78,72,73,72,77,73,73,79,79,79,73,76,2,2007-08-05
134.6,70,79,66,72,73,74,73,73,64,75,77,70,72,77,70,73,72,77,73,72,79,79,78,75,74,3,2007-08-05
130.7,68,75,65,69,73,75,73,73,63,74,76,68,72,77,72,72,70,75,72,72,78,77,76,75,74,4,2007-08-05
129.4,66,75,65,72,73,74,72,73,64,74,76,68,70,76,69,73,70,72,72,72,77,75,75,72,73,5,2007-08-05
127.4,68,75,64,73,72,72,73,73,64,74,76,70,70,79,71,73,70,75,72,72,78,77,75,73,73,6,2007-08-05
139.8,70,79,64,76,75,76,76,77,64,76,76,72,72,81,73,77,75,77,72,75,79,79,75,74,75,7,2007-08-05
165.7,73,79,69,82,79,80,81,79,70,78,81,79,77,82,79,82,81,80,77,80,81,82,79,79,80,8,2007-08-05
191.3,81,82,75,86,86,85,84,82,73,82,85,84,82,83,86,86,84,82,81,84,83,84,83,84,83,9,2007-08-05
213.2,86,88,79,90,88,87,85,88,75,86,88,90,86,83,91,88,88,86,82,87,86,88,87,89,86,10,2007-08-05
230.1,91,93,83,91,91,88,89,91,75,90,89,91,91,85,93,91,90,85,84,89,89,93,92,91,91,11,2007-08-05
250.2,95,97,84,93,95,90,90,95,75,94,92,93,95,86,95,92,91,88,86,90,91,95,95,94,94,12,2007-08-05
264.1,97,97,86,95,97,91,93,97,77,97,92,93,91,87,94,92,95,88,90,92,91,99,98,95,97,13,2007-08-05
270.5,97,99,83,96,97,92,93,97,75,98,93,95,91,88,96,91,93,88,82,91,90,99,97,97,97,14,2007-08-05
274,97,99,84,95,97,93,92,99,75,99,92,95,86,89,94,88,95,86,82,91,83,99,98,98,98,15,2007-08-05
274,95,99,77,94,99,89,90,97,73,98,93,95,90,87,94,87,93,86,82,89,84,99,100,96,98,16,2007-08-05
269.8,86,93,77,93,93,88,89,95,75,97,90,93,86,85,94,87,90,84,81,87,85,97,98,94,96,17,2007-08-05
259,81,93,77,90,90,85,85,90,75,91,88,82,82,84,92,85,88,83,82,85,81,93,96,90,93,18,2007-08-05
244.7,81,90,76,88,88,74,82,86,75,87,86,75,81,83,78,83,88,81,81,82,77,88,90,87,89,19,2007-08-05
240.6,81,81,73,86,84,74,80,82,75,85,83,75,81,82,78,82,81,81,81,81,77,86,92,81,87,20,2007-08-05
228.1,79,81,72,84,82,76,79,82,75,82,81,77,81,82,78,81,79,81,77,80,75,84,89,82,85,21,2007-08-05
204.9,79,79,71,81,81,75,79,81,75,82,83,75,77,82,78,80,75,81,79,79,73,84,88,82,84,22,2007-08-05
181.2,79,77,71,78,81,75,79,81,75,81,81,75,73,82,78,80,73,81,77,80,73,82,86,81,82,23,2007-08-05
162.7,79,79,70,78,81,75,78,81,75,80,80,75,72,81,75,80,75,81,75,80,73,81,84,76,81,0,2007-08-06
150.3,77,79,70,78,81,74,78,81,75,80,80,75,72,81,75,80,73,80,75,79,73,81,83,75,79,1,2007-08-06
142.8,75,75,70,74,81,75,78,79,75,79,79,75,72,81,74,79,73,80,75,79,73,79,82,77,79,2,2007-08-06
138.2,73,75,69,74,81,75,78,79,75,78,78,73,72,80,74,80,72,80,73,80,74,79,82,77,77,3,2007-08-06
137.1,73,79,67,74,79,74,77,79,72,78,75,72,72,81,72,79,72,80,73,75,75,79,81,76,76,4,2007-08-06
141,72,79,67,72,79,75,77,79,72,78,75,72,72,80,72,80,70,80,73,75,75,79,80,75,74,5,2007-08-06
146,72,79,66,72,79,76,77,79,72,78,76,73,72,78,73,80,70,75,72,75,75,79,80,75,74,6,2007-08-06
154,73,79,67,77,81,77,77,81,75,79,79,75,72,79,73,82,73,76,75,78,77,82,80,79,78,7,2007-08-06
167.6,81,81,70,82,82,80,78,81,73,82,83,81,77,80,81,83,79,76,79,81,80,82,82,81,82,8,2007-08-06
186.4,86,86,74,86,86,81,80,86,75,84,87,84,81,81,84,84,86,77,81,80,81,84,86,86,85,9,2007-08-06
207.3,90,88,79,90,88,85,84,88,77,88,88,90,86,84,90,86,90,80,84,82,84,88,91,87,87,10,2007-08-06
226.9,95,88,80,93,91,85,86,93,77,92,91,91,88,85,93,86,93,80,88,83,87,91,94,91,91,11,2007-08-06
241.6,97,93,83,97,97,88,86,95,81,93,91,93,91,85,96,87,93,81,91,85,88,93,96,94,94,12,2007-08-06
253.7,97,93,87,95,95,88,88,95,81,94,93,94,95,85,98,87,95,83,93,86,90,95,96,92,94,13,2007-08-06
262.7,99,95,88,96,97,88,90,95,81,94,96,94,91,85,97,89,97,83,93,89,91,91,96,91,97,14,2007-08-06
269.5,97,97,88,96,91,90,89,97,81,92,95,94,91,85,98,86,91,83,91,86,92,87,97,94,97,15,2007-08-06
269,99,96,88,84,88,89,87,81,81,90,96,95,93,84,98,86,93,83,91,87,92,82,99,96,88,16,2007-08-06
269,99,94,87,88,90,88,86,79,81,90,94,95,91,84,96,86,93,82,90,87,92,82,98,95,85,17,2007-08-06
269.9,97,93,85,89,86,87,84,81,79,89,92,93,90,82,94,86,91,82,88,87,91,82,97,94,87,18,2007-08-06
259.2,90,88,84,86,84,84,83,81,77,86,90,90,86,82,91,84,88,81,88,84,88,82,91,92,85,19,2007-08-06
253.8,86,86,80,84,82,83,81,79,75,83,87,84,82,81,84,82,84,81,84,82,87,82,87,89,81,20,2007-08-06
241.8,81,82,79,82,81,81,80,81,75,82,84,82,81,82,81,80,81,81,81,80,85,82,85,86,78,21,2007-08-06
216.2,77,81,74,81,81,80,79,81,75,81,83,81,77,82,79,80,79,81,79,80,84,82,85,82,77,22,2007-08-06
190.9,77,79,73,79,79,79,80,79,75,79,82,79,79,81,78,80,75,81,79,79,83,82,83,81,78,23,2007-08-06
169.4,75,79,72,77,79,79,80,79,75,79,83,79,77,82,79,79,79,81,75,78,82,82,82,81,76,0,2007-08-07
154,73,79,70,79,77,79,80,77,75,78,82,79,77,82,77,78,77,81,75,79,80,81,80,79,76,1,2007-08-07
151.1,77,79,69,77,77,79,80,77,75,76,81,77,77,81,76,78,73,81,75,78,79,81,79,77,75,2,2007-08-07
145.8,75,79,68,76,75,79,79,77,75,76,79,75,77,81,73,78,75,81,75,77,79,79,77,76,73,3,2007-08-07
144.6,73,79,67,75,75,79,79,77,72,76,79,75,77,81,76,78,73,80,73,77,79,79,76,76,73,4,2007-08-07
148,73,75,66,76,75,78,79,76,70,76,79,73,77,81,75,80,73,80,73,78,79,81,77,76,73,5,2007-08-07
153.2,73,75,66,77,75,78,79,75,70,75,79,76,73,81,74,80,73,81,73,79,79,79,77,75,75,6,2007-08-07
163.6,77,79,68,80,77,80,79,77,70,77,80,79,77,83,78,82,77,82,75,80,81,82,81,79,77,7,2007-08-07
182.3,86,82,73,85,81,82,82,79,75,81,84,82,81,84,85,85,84,83,81,82,83,84,85,84,81,8,2007-08-07
204.8,90,88,78,89,88,85,86,84,77,86,88,88,82,85,87,88,88,84,84,86,87,88,89,87,86,9,2007-08-07
229.3,91,93,82,92,90,87,89,88,81,90,90,90,86,87,90,90,91,84,88,89,89,91,93,91,91,10,2007-08-07
250.7,95,97,85,93,93,90,92,91,81,94,90,91,91,88,94,93,93,86,91,91,91,93,95,93,94,11,2007-08-07
267,97,97,87,95,97,92,93,95,82,96,93,93,91,87,96,93,97,86,91,92,92,95,98,95,96,12,2007-08-07
276.7,97,99,89,97,95,93,95,95,82,99,92,95,95,89,96,94,97,86,81,93,91,99,100,96,97,13,2007-08-07
282.1,97,99,89,98,95,94,95,97,82,98,95,96,95,89,98,82,99,86,84,94,92,99,101,98,99,14,2007-08-07
285.1,98,100,90,99,88,94,95,97,82,100,95,97,95,89,98,85,99,86,88,93,93,99,100,99,100,15,2007-08-07
289.6,98,100,88,98,95,94,92,97,82,100,96,97,95,88,98,88,99,86,90,91,93,99,99,98,98,16,2007-08-07
291.5,98,99,88,98,93,92,91,95,82,98,94,97,95,86,97,88,99,85,90,88,92,99,97,97,98,17,2007-08-07
288.2,99,97,85,96,91,89,88,91,81,94,93,91,91,84,95,88,99,84,90,87,91,97,97,95,96,18,2007-08-07
277.9,95,93,82,90,90,86,85,90,81,90,90,91,86,84,92,85,90,83,86,84,89,91,94,93,91,19,2007-08-07
274,88,90,80,86,86,85,83,86,79,87,88,88,82,83,85,84,84,83,82,83,88,88,93,88,89,20,2007-08-07
263,84,88,78,85,84,83,83,84,75,85,87,82,81,83,82,83,81,83,82,82,87,88,91,85,88,21,2007-08-07
239.5,81,88,76,83,82,82,83,82,75,84,85,82,79,83,80,83,81,83,81,83,86,84,90,82,85,22,2007-08-07
213.5,81,88,74,83,82,82,82,81,75,83,83,82,77,83,79,82,81,83,79,83,85,84,88,82,83,23,2007-08-07
192.8,81,86,74,80,82,82,82,81,70,82,83,81,77,82,80,82,79,83,77,83,83,84,86,82,82,0,2007-08-08
180,79,82,72,78,82,82,82,82,70,81,82,79,77,82,78,82,77,83,79,83,82,82,85,80,81,1,2007-08-08
171.1,77,81,71,79,82,81,82,81,70,81,82,79,77,82,78,83,77,82,77,83,81,82,84,80,80,2,2007-08-08
165.8,77,81,70,78,82,81,82,81,75,81,83,77,73,82,77,83,75,82,75,83,81,82,83,80,79,3,2007-08-08
164.6,75,81,69,76,82,81,82,82,70,81,80,75,73,82,76,83,75,82,73,83,81,82,83,80,79,4,2007-08-08
167.7,73,81,70,75,82,81,82,81,68,80,79,75,73,82,76,82,75,82,73,83,81,82,82,77,78,5,2007-08-08
171.8,73,81,68,75,81,81,82,81,70,80,82,75,73,82,75,82,77,83,73,82,81,82,81,76,79,6,2007-08-08
180.7,79,82,69,79,82,83,83,82,75,81,84,79,79,83,80,83,79,83,79,84,82,84,82,80,81,7,2007-08-08
196.2,82,88,76,84,86,85,84,86,75,83,88,84,82,84,87,85,84,84,81,86,84,88,85,85,82,8,2007-08-08
219.2,88,90,80,90,88,87,86,88,81,87,91,90,91,86,93,88,90,85,86,88,88,88,88,89,86,9,2007-08-08
244.1,91,93,85,93,91,89,91,91,81,92,94,93,91,87,96,91,93,85,90,91,91,93,92,92,91,10,2007-08-08
265.5,97,99,89,97,95,92,93,97,82,94,96,97,97,88,99,93,97,87,91,93,94,97,96,96,95,11,2007-08-08
280.3,99,100,91,98,97,94,95,99,82,98,97,99,97,89,99,96,99,87,93,96,95,99,99,98,98,12,2007-08-08
